Hour_End,ERCOT
2008-01-06,33131.10403125491
2008-01-13,30746.80893736905
2008-01-20,35999.61683702381
2008-01-27,36259.80263392894
2008-02-03,31896.193100754364
2008-02-10,30960.262801776506
2008-02-17,31012.672035982145
2008-02-24,30965.57961729682
2008-03-02,30241.79265694905
2008-03-09,32943.70261649752
2008-03-16,29830.396123627917
2008-03-23,29149.310244660745
2008-03-30,30037.533430107145
2008-04-06,30743.477686549817
2008-04-13,30811.27507785119
2008-04-20,29385.538116832406
2008-04-27,33821.460674130954
2008-05-04,31679.049429261908
2008-05-11,35159.785025303245
2008-05-18,34026.06547686905
2008-05-25,41891.34634758575
2008-06-01,41844.65810144258
2008-06-08,44743.74949745816
2008-06-15,44272.69422174463
2008-06-22,43717.930920805615
2008-06-29,43692.896140465666
2008-07-06,40927.47426194465
2008-07-13,43816.86917658334
2008-07-20,44505.423530869055
2008-07-27,44586.01120703572
2008-08-03,46998.64915857144
2008-08-10,45652.843163166675
2008-08-17,42607.756221986536
2008-08-24,39871.25195959524
2008-08-31,43343.7094478631
2008-09-07,40859.53142475
2008-09-14,37325.70344806548
2008-09-21,29355.788253047835
2008-09-28,34989.873907750574
2008-10-05,34675.37064032738
2008-10-12,33565.29298426958
2008-10-19,32156.745895617012
2008-10-26,29974.000747833332
2008-11-02,29232.965469233568
2008-11-09,29701.41356916906
2008-11-16,29484.999867434522
2008-11-23,29702.960758175934
2008-11-30,28308.818495821422
2008-12-07,32255.516870458327
2008-12-14,32779.668425315474
2008-12-21,34413.12779123214
2008-12-28,31439.038876869046
2009-01-04,28972.966387690474
2009-01-11,32268.691352773807
2009-01-18,33452.00118939286
2009-01-25,30890.275327484876
2009-02-01,33641.11561268684
2009-02-08,29687.753263579565
2009-02-15,28769.62547514675
2009-02-22,29539.627298806976
2009-03-01,30009.128976632033
2009-03-08,29539.557686993972
2009-03-15,31929.013177728735
2009-03-22,27950.49688722232
2009-03-29,29133.04053098214
2009-04-05,28125.484836109164
2009-04-12,28585.25754657033
2009-04-19,28581.210073780927
2009-04-26,31966.411399832687
2009-05-03,32872.593963299594
2009-05-10,35991.145901987555
2009-05-17,36108.55577534602
2009-05-24,32724.36175278944
2009-05-31,36871.72011557143
2009-06-07,37972.11127641071
2009-06-14,42412.170915255956
2009-06-21,44931.142565119044
2009-06-28,47539.588058208334
2009-07-05,45261.207765863095
2009-07-12,46515.99403627976
2009-07-19,46768.14221511904
2009-07-26,43483.36638206548
2009-08-02,43404.779447547626
2009-08-09,46530.66005767261
2009-08-16,45393.59997007144
2009-08-23,46009.12948759524
2009-08-30,43449.23061603572
2009-09-06,39503.16573155357
2009-09-13,37798.39792401191
2009-09-20,35493.72123908928
2009-09-27,33660.80453674404
2009-10-04,34294.400545672615
2009-10-11,33267.795524565474
2009-10-18,31325.50476554762
2009-10-25,29299.52807165476
2009-11-01,28935.834323872143
2009-11-08,28570.745579750004
2009-11-15,29044.59337064286
2009-11-22,28795.448550619043
2009-11-29,27907.149824529763
2009-12-06,35752.658596446425
2009-12-13,34964.68094682738
2009-12-20,34087.74934047024
2009-12-27,32419.573936011904
2010-01-03,34626.42412885119
2010-01-10,42900.27716747024
2010-01-17,33971.427456357145
2010-01-24,29031.778222166668
2010-01-31,34180.665873785714
2010-02-07,34583.32873393452
2010-02-14,37786.890744952376
2010-02-21,33870.13253833928
2010-02-28,34719.503309779764
2010-03-07,30841.91064185119
2010-03-14,28759.95058016563
2010-03-21,29852.058681464285
2010-03-28,28831.434791214288
2010-04-04,29113.957609636906
2010-04-11,29546.983673547616
2010-04-18,29531.868424482138
2010-04-25,29771.45379091071
2010-05-02,31375.396314607144
2010-05-09,33531.488346226186
2010-05-16,35490.359402535716
2010-05-23,38038.08540825
2010-05-30,40206.11268851786
2010-06-06,41318.581159803565
2010-06-13,43356.63559759524
2010-06-20,45610.90974201785
2010-06-27,45871.349515255955
2010-07-04,40051.16552660119
2010-07-11,41688.903958565475
2010-07-18,46339.978571208325
2010-07-25,44983.912895208334
2010-08-01,43785.75610129167
2010-08-08,48586.31422007142
2010-08-15,49791.06387567857
2010-08-22,49277.82899898214
2010-08-29,45023.336508172615
2010-09-05,42463.01790282738
2010-09-12,42082.84401215477
2010-09-19,42274.417790696425
2010-09-26,38857.708367613086
2010-10-03,32736.101025220236
2010-10-10,30847.148807422614
2010-10-17,31899.06903670238
2010-10-24,34051.60211788095
2010-10-31,31784.52413197024
2010-11-07,29492.828129425714
2010-11-14,29608.385502107143
2010-11-21,29728.43601010119
2010-11-28,31178.97841151786
2010-12-05,31165.097544309527
2010-12-12,33256.80220768453
2010-12-19,32938.87387045833
2010-12-26,31794.933236982146
2011-01-02,31339.111961636907
2011-01-09,32513.606076333333
2011-01-16,39518.39866547619
2011-01-23,35131.392646660715
2011-01-30,32677.308807940477
2011-02-06,42792.78872057738
2011-02-13,39234.14494083929
2011-02-20,29317.704284928568
2011-02-27,29959.641525577383
2011-03-06,29402.95159357143
2011-03-13,29221.517253193066
2011-03-20,30108.02900435119
2011-03-27,32146.106367952383
2011-04-03,31281.585963690475
2011-04-10,33392.99194191072
2011-04-17,31720.645179934527
2011-04-24,37100.62295097618
2011-05-01,34911.70520285714
2011-05-08,32714.986453059526
2011-05-15,35454.57411929166
2011-05-22,36730.19418536309
2011-05-29,42359.63454624405
2011-06-05,44220.90731618453
2011-06-12,45042.05956479167
2011-06-19,48804.28593580952
2011-06-26,45779.862688095236
2011-07-03,47704.08058821429
2011-07-10,47728.22512145238
2011-07-17,49544.097522172626
2011-07-24,49206.02117236905
2011-07-31,49863.52663186906
2011-08-07,52485.173044874995
2011-08-14,50703.95728149405
2011-08-21,51514.36421870834
2011-08-28,50878.20818593453
2011-09-04,48580.80368100035
2011-09-11,38513.53604635119
2011-09-18,42768.774688791666
2011-09-25,39645.02857211309
2011-10-02,39389.70854942857
2011-10-09,35605.49662064286
2011-10-16,34170.62189345238
2011-10-23,31715.900361071428
2011-10-30,31756.877722089284
2011-11-06,30092.824532772145
2011-11-13,30560.812030523808
2011-11-20,31423.183241482144
2011-11-27,29911.596304041665
2011-12-04,32088.3986363869
2011-12-11,37455.7698102381
2011-12-18,32384.76897255357
2011-12-25,33704.67825244642
2012-01-01,31859.561631553574
2012-01-08,32233.410134458332
2012-01-15,35038.34510929762
2012-01-22,31146.681402160717
2012-01-29,31586.67814104762
2012-02-05,30524.168450696427
2012-02-12,34613.29810882143
2012-02-19,31787.240989029764
2012-02-26,30763.587875440473
2012-03-04,29895.26555872619
2012-03-11,30770.290649916406
2012-03-18,31039.96193422619
2012-03-25,30619.230312208332
2012-04-01,33415.29701514881
2012-04-08,33614.15617214285
2012-04-15,34263.06816189881
2012-04-22,31209.574350535717
2012-04-29,35583.36712650595
2012-05-06,39564.54149222024
2012-05-13,34487.10096141666
2012-05-20,36262.14475594643
2012-05-27,41590.31332395833
2012-06-03,41855.237166059516
2012-06-10,42634.004105184526
2012-06-17,44309.016748571434
2012-06-24,44158.30512875
2012-07-01,47752.68410825595
2012-07-08,44922.258054
2012-07-15,42092.802309232145
2012-07-22,46143.9345875
2012-07-29,47979.411194017855
2012-08-05,50295.795192869045
2012-08-12,48968.50919151786
2012-08-19,46963.16991320833
2012-08-26,43393.08352282738
2012-09-02,46786.85746270833
2012-09-09,46479.80567582738
2012-09-16,38334.914460672626
2012-09-23,37833.241757928576
2012-09-30,39370.55432021428
2012-10-07,33754.952995821426
2012-10-14,34985.60351243452
2012-10-21,33550.829966666664
2012-10-28,34043.26237645238
2012-11-04,31606.373246275
2012-11-11,31599.97567092857
2012-11-18,30861.96676116072
2012-11-25,29019.74998395238
2012-12-02,31333.611757166665
2012-12-09,31361.9745212381
2012-12-16,34030.8493583631
2012-12-23,32606.060023041668
2012-12-30,36668.96456178571
2013-01-06,36169.838991630946
2013-01-13,33609.12414374999
2013-01-20,37579.98139941667
2013-01-27,31131.902776470237
2013-02-03,31605.417082309523
2013-02-10,30135.927979523807
2013-02-17,32277.471822845237
2013-02-24,31693.474191142857
2013-03-03,33088.16816242856
2013-03-10,30937.76017013405
2013-03-17,30699.964131577377
2013-03-24,31608.85632686905
2013-03-31,31324.920232125
2013-04-07,31338.561474625
2013-04-14,32258.433635499998
2013-04-21,33396.240144636904
2013-04-28,31800.821979684522
2013-05-05,32956.38943424404
2013-05-12,33292.8279618869
2013-05-19,37956.680454892856
2013-05-26,39443.87817491667
2013-06-02,41176.56274155357
2013-06-09,41049.30911692857
2013-06-16,44972.656819916665
2013-06-23,45819.288466988095
2013-06-30,48411.57923997024
2013-07-07,42714.05002701787
2013-07-14,47467.79895030953
2013-07-21,41487.89925314881
2013-07-28,47181.96788110119
2013-08-04,49635.773115315475
2013-08-11,50352.709471630944
2013-08-18,45894.656547375
2013-08-25,46792.27933508928
2013-09-01,47342.15587378571
2013-09-08,46978.0281142381
2013-09-15,44860.3745923869
2013-09-22,41260.810058375
2013-09-29,40497.85808568453
2013-10-06,39618.138482333336
2013-10-13,35626.77053279166
2013-10-20,32413.61441969047
2013-10-27,31429.72202903571
2013-11-03,33048.34771199857
2013-11-10,31010.615226059523
2013-11-17,33037.12442639881
2013-11-24,35080.70249702976
2013-12-01,36554.00902081547
2013-12-08,38968.85117454167
2013-12-15,41428.02075867857
2013-12-22,34756.39634454762
2013-12-29,36213.61627438095
2014-01-05,38850.63524352976
2014-01-12,38676.537403238086
2014-01-19,34046.20488288096
2014-01-26,38084.600849375
2014-02-02,39524.64161552976
2014-02-09,43456.01387580356
2014-02-16,38022.35613507143
2014-02-23,31203.46737163095
2014-03-02,35038.98484524404
2014-03-09,38265.78932031081
2014-03-16,31382.049987255956
2014-03-23,31837.822527791664
2014-03-30,31562.402160011905
2014-04-06,32609.52277260119
2014-04-13,32426.342020375003
2014-04-20,31208.513953499998
2014-04-27,35839.53448026786
2014-05-04,33744.07547017262
2014-05-11,38079.12483414286
2014-05-18,34211.009518125
2014-05-25,38873.66662519643
2014-06-01,38698.32157040476
2014-06-08,44798.064934166665
2014-06-15,43447.927047279765
2014-06-22,45365.5929675
2014-06-29,42963.32248384524
2014-07-06,44758.52324920834
2014-07-13,47365.795701488096
2014-07-20,43422.636103559526
2014-07-27,49182.38270275596
2014-08-03,44682.37074673215
2014-08-10,49318.38834057738
2014-08-17,48336.99409780953
2014-08-24,50030.54050238095
2014-08-31,48390.87447827977
2014-09-07,47503.72118816668
2014-09-14,43378.87038892263
2014-09-21,42659.395911785716
2014-09-28,38977.73661614286
2014-10-05,40131.15947044643
2014-10-12,40289.7874719881
2014-10-19,34555.00177942262
2014-10-26,35306.71630104762
2014-11-02,33534.65680966857
2014-11-09,31894.764072839287
2014-11-16,37985.10298601786
2014-11-23,35896.44612294048
2014-11-30,32470.24322051786
2014-12-07,34381.29712094048
2014-12-14,33129.97509004762
2014-12-21,34762.94627853572
2014-12-28,34579.82814359524
2015-01-04,39910.65002274917
2015-01-11,44404.5108552117
2015-01-18,39969.09403582895
2015-01-25,36239.66489774398
2015-02-01,33016.80120363872
2015-02-08,37647.5898793872
2015-02-15,32113.48178334174
2015-02-22,36059.27721116111
2015-03-01,45043.13836307352
2015-03-08,39326.99308591454
2015-03-15,32282.35138133762
2015-03-22,31737.06962462814
2015-03-29,32145.574163858262
2015-04-05,33548.667569477315
2015-04-12,34785.86937560736
2015-04-19,33852.577043316014
2015-04-26,35044.66118788068
2015-05-03,33633.820812167985
2015-05-10,38238.72875276773
2015-05-17,36442.0558088873
2015-05-24,38059.3821758502
2015-05-31,38714.45230901705
2015-06-07,43203.986438180305
2015-06-14,46587.21911152582
2015-06-21,42894.28197211814
2015-06-28,46515.874672698665
2015-07-05,45311.49248204343
2015-07-12,47813.99481399051
2015-07-19,50612.774099695256
2015-07-26,51750.033075139894
2015-08-02,51567.17642143152
2015-08-09,53040.19105579219
2015-08-16,51754.27155652602
2015-08-23,47472.201474153495
2015-08-30,47278.54202972702
2015-09-06,47311.24842880749
2015-09-13,45063.19990905983
2015-09-20,44537.1927093463
2015-09-27,42967.05226309802
2015-10-04,39171.43334387142
2015-10-11,38925.36820180734
2015-10-18,38939.94786960936
2015-10-25,35873.16817780245
2015-11-01,33261.65976274858
2015-11-08,33567.99655962251
2015-11-15,32468.051777402063
2015-11-22,32650.344143349525
2015-11-29,34040.528182356546
2015-12-06,35398.27237790861
2015-12-13,33696.05157794927
2015-12-20,34849.79562944211
2015-12-27,32969.154133003074
2016-01-03,37458.29900241761
2016-01-10,37638.626543151484
2016-01-17,37146.66656868834
2016-01-24,38199.03628956336
2016-01-31,35085.26940981912
2016-02-07,35726.90877505104
2016-02-14,33893.036636356665
2016-02-21,32607.10426686928
2016-02-28,33473.73747816374
2016-03-06,32235.350338341774
2016-03-13,32199.011421011146
2016-03-20,33516.25773984137
2016-03-27,32098.376951480044
2016-04-03,32784.97350577761
2016-04-10,33217.45864581404
2016-04-17,34264.12336260053
2016-04-24,34488.24690709282
2016-05-01,39008.63127612609
2016-05-08,35191.95828661069
2016-05-15,39505.506427976055
2016-05-22,36780.49627010257
2016-05-29,41789.48599261994
2016-06-05,38602.492053323665
2016-06-12,44672.33702939307
2016-06-19,49359.50355421701
2016-06-26,49281.03250214574
2016-07-03,49592.55809946087
2016-07-10,51243.754515882916
2016-07-17,52146.64789337176
2016-07-24,53002.56448354914
2016-07-31,49675.24975365978
2016-08-07,53820.01352926244
2016-08-14,53375.85477910428
2016-08-21,42952.71238285286
2016-08-28,46967.18205399322
2016-09-04,45946.65054412382
2016-09-11,47164.491546710975
2016-09-18,47528.760076438666
2016-09-25,47933.78250116912
2016-10-02,37739.6982036929
2016-10-09,41079.01370790537
2016-10-16,40071.85877971014
2016-10-23,39005.90174590006
2016-10-30,38037.41822363795
2016-11-06,37776.554946339114
2016-11-13,32698.695068268888
2016-11-20,33765.68668610352
2016-11-27,32029.518615419503
2016-12-04,34528.063916138526
2016-12-11,39226.51623142351
2016-12-18,38157.44003322809
2016-12-25,38312.56208471445
2017-01-01,33707.14147572259
2017-01-08,42787.592637585716
2017-01-15,35439.66675046071
2017-01-22,34233.03437129285
2017-01-29,35819.98445205179
2017-02-05,34733.461792511305
2017-02-12,34377.507012997026
2017-02-19,34092.711386135714
2017-02-26,33302.88516265714
2017-03-05,33854.171565110715
2017-03-12,34096.78437582549
2017-03-19,33772.26327340595
2017-03-26,36728.26160755714
2017-04-02,36256.270236981545
2017-04-09,34915.99342395476
2017-04-16,36067.52507735
2017-04-23,36653.66139867321
2017-04-30,37651.20610926964
2017-05-07,36749.2396098625
2017-05-14,39430.77160254583
2017-05-21,42798.69192970536
2017-05-28,41881.85093292381
2017-06-04,42164.88670602262
2017-06-11,44397.29669722619
2017-06-18,50665.90414734524
2017-06-25,48272.51055659524
2017-07-02,48282.92562538095
2017-07-09,49934.9596716131
2017-07-16,50343.26415231548
2017-07-23,53205.47084786905
2017-07-30,53731.09115894643
2017-08-06,49731.93480667857
2017-08-13,50470.45558755952
2017-08-20,53299.71001513095
2017-08-27,46995.95150129761
2017-09-03,42112.072386214284
2017-09-10,41496.29343535119
2017-09-17,44623.20042526786
2017-09-24,48790.414956744055
2017-10-01,43009.75305015476
2017-10-08,44093.07815677976
2017-10-15,41664.827595333336
2017-10-22,36890.82388657143
2017-10-29,34170.96403075
2017-11-05,37894.580058621665
2017-11-12,36065.53754886905
2017-11-19,36328.04310848214
2017-11-26,33832.41574188691
2017-12-03,34689.082271660714
2017-12-10,40690.428951613096
2017-12-17,38724.20921660119
2017-12-24,37336.25077794048
2017-12-31,42508.395819904756
2018-01-07,46312.43098419643
2018-01-14,40872.8586085
2018-01-21,45718.600290577386
2018-01-28,36910.09842074405
2018-02-04,36769.3464453869
2018-02-11,41019.51702988095
2018-02-18,38146.719527779765
2018-02-25,38251.167510750005
2018-03-04,34940.483480255956
2018-03-11,34887.52405029788
2018-03-18,35081.16250308928
2018-03-25,35573.27357230357
2018-04-01,35643.08146606548
2018-04-08,36371.89152960119
2018-04-15,35401.74945991667
2018-04-22,35035.084723863096
2018-04-29,36185.89771810714
2018-05-06,39432.075860267854
2018-05-13,43548.58393099405
2018-05-20,46654.1890642381
2018-05-27,46729.828194333335
2018-06-03,52256.24468424405
2018-06-10,51015.107311505955
2018-06-17,52352.36254056548
2018-06-24,49907.688435833334
2018-07-01,54156.46540925595
2018-07-08,50092.93539177976
2018-07-15,50970.907223410715
2018-07-22,56781.227283178574
2018-07-29,55492.69857755357
2018-08-05,51349.4488392619
2018-08-12,50544.46977803572
2018-08-19,52928.29794569047
2018-08-26,54438.870916380954
2018-09-02,53192.837059803576
2018-09-09,46200.811827755955
2018-09-16,44015.26878934524
2018-09-23,46844.752078482146
2018-09-30,42008.34679072619
2018-10-07,46607.476740142854
2018-10-14,40652.29217379167
2018-10-21,35318.30670534524
2018-10-28,34356.76145547024
2018-11-04,35705.98115344
2018-11-11,37333.61190063095
2018-11-18,41037.256660184525
2018-11-25,36307.79883501786
2018-12-02,36899.02238097024
2018-12-09,40126.84750692262
2018-12-16,40271.87985375595
2018-12-23,37696.502659148806
2018-12-30,37531.80169069643
2019-01-06,41207.98939005953
2019-01-13,37385.33305119048
2019-01-20,40166.18178924405
2019-01-27,40557.5021594881
2019-02-03,38569.33733042261
2019-02-10,40971.617337047624
2019-02-17,37693.14182871429
2019-02-24,39667.182907500006
2019-03-03,39692.28423697024
2019-03-10,42132.02785542728
2019-03-17,35799.93539267858
2019-03-24,34830.01210729762
2019-03-31,35263.886082238096
2019-04-07,36320.70839854762
2019-04-14,37133.87282142857
2019-04-21,35922.005577672615
2019-04-28,38089.536769863094
2019-05-05,40332.28061798214
2019-05-12,38380.070595547615
2019-05-19,42499.412662928575
2019-05-26,47773.892222523806
2019-06-02,46989.296023083334
2019-06-09,48566.671142184525
2019-06-16,46859.187092345244
2019-06-23,52406.41405399405
2019-06-30,48141.5603905
2019-07-07,50755.88089170833
2019-07-14,53392.86524032738
2019-07-21,55566.029339845234
2019-07-28,50071.118062285714
2019-08-04,54187.12806670238
2019-08-11,57825.604109940476
2019-08-18,58376.73338639286
2019-08-25,56039.96748067857
2019-09-01,53581.50156427381
2019-09-08,53536.68943464286
2019-09-15,51745.010497410716
2019-09-22,50173.26255569643
2019-09-29,51827.53406445238
2019-10-06,50547.155492232145
2019-10-13,40683.342442410714
2019-10-20,39842.498984386904
2019-10-27,36541.99335083333
2019-11-03,38631.279106939284
2019-11-10,37246.30336169643
2019-11-17,42906.59668132738
